Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Defaulter_Flag
128654,22,3,4,F,Married,386.1943007,1
183476,26,9,4,M,Married,283.425868,0
173602,20,3,4,F,Single,949.5901163,1
132770,68,51,4,F,Single,204.7419495,0
153400,69,52,4,F,Single,164.9225449,0
134444,67,49,4,M,Married,153.2302241,0
158748,68,50,4,F,Married,233.2926778,0
130774,48,30,4,M,Single,758.8821771,1
119555,24,7,4,F,Married,203.6245304,0
175756,67,49,4,M,Single,272.8842105,0
159605,64,43,4,M,Married,188.6404174,0
145603,62,45,4,M,Single,47.17617264,0
171617,25,7,4,F,Married,411.6037626,1
167757,52,31,4,M,Married,574.4374634,1
150678,57,36,4,F,Single,355.1653687,1
184028,19,0,4,M,Single,1710.178261,1
173181,42,22,4,M,Single,515.8336994,1
148963,64,45,4,F,Married,99.41027091,0
129777,61,42,4,F,Single,346.1730892,1
155933,64,44,4,F,Married,317.7917793,1
131523,60,42,4,F,Married,143.0938411,0
175324,23,5,4,M,Married,271.1201143,0
139860,36,16,4,F,Single,697.2179608,1
173255,46,27,4,F,Single,504.8856084,1
115569,38,21,4,F,Married,564.4140951,1
169295,66,49,4,F,Single,38.81184155,0
193692,64,44,4,F,Single,239.1381641,0
111185,54,36,4,F,Married,325.9460374,1
159506,68,47,4,M,Married,110.7679747,0
151993,67,46,4,M,Single,371.4577215,1
112951,53,33,4,M,Married,514.2234708,1
133569,69,50,4,M,Married,71.72666395,0
139894,37,20,4,M,Single,519.2443029,1
131412,16,0,4,M,Married,502.6916232,1
174515,23,5,4,M,Married,252.8911414,0
131852,58,37,4,M,Single,461.0803128,1
171857,38,17,4,M,Married,200.981019,0
117161,26,9,4,F,Married,566.3665086,1
166402,68,50,4,F,Married,300.9867581,1
137955,63,44,4,M,Single,239.7316508,0
196978,20,3,4,F,Married,215.224046,0
120767,16,0,4,F,Single,602.4129398,1
138848,18,0,4,F,Married,453.060783,1
140782,32,15,4,F,Married,610.1817019,1
194493,61,43,4,F,Single,325.5620407,1
181072,56,35,4,M,Single,455.3487464,1
193077,26,8,4,M,Married,370.7876311,1
107897,47,29,4,M,Single,428.8987044,1
104800,22,5,4,F,Married,227.7061218,0
182724,16,0,4,F,Single,792.5986484,1
167486,64,43,4,M,Married,330.9392944,1
185239,59,42,4,M,Single,384.7952953,1
108721,20,1,4,F,Married,290.1191915,0
185811,63,46,4,F,Married,459.15844,1
143175,24,5,4,F,Single,663.6265959,1
160461,17,0,4,M,Single,1362.991866,1
113580,40,20,4,M,Single,524.2077031,1
182086,48,30,4,F,Married,201.6354415,0
194317,47,27,4,M,Single,223.9143018,0
156408,66,47,4,M,Single,323.9017759,1
181506,20,3,4,M,Single,899.4736913,1
134712,66,45,4,F,Married,121.7890849,0
195165,67,47,4,F,Single,163.1749036,0
197366,19,2,4,M,Single,965.0542936,1
128174,53,36,4,F,Single,388.7396022,1
116735,32,11,4,M,Married,567.0899565,1
168689,22,4,4,F,Married,311.3831572,1
177673,69,49,4,F,Single,229.7905566,0
176281,39,20,4,F,Single,474.0969887,1
107899,30,10,4,F,Single,412.3114852,1
105222,40,20,4,F,Married,199.1938556,0
144829,62,41,4,M,Married,321.0193108,1
163232,61,41,4,M,Married,229.0131944,0
134355,16,0,4,M,Married,210.492293,0
194448,60,43,4,F,Married,164.2509223,0
188513,67,49,4,M,Married,274.5961193,0
182783,66,45,4,F,Single,152.4554771,0
114735,19,1,4,F,Married,336.0323478,1
182409,32,13,4,M,Married,367.5626878,1
128035,38,19,4,M,Single,477.2124292,1
116177,17,0,4,F,Married,299.5350945,0
139361,33,12,4,M,Single,397.9327008,1
134326,43,22,4,M,Single,631.3015297,1
177244,21,3,4,F,Single,532.2788507,1
169983,69,50,4,F,Single,86.98662692,0
107057,60,42,4,F,Single,151.9905867,0
175957,69,52,4,F,Single,365.2719284,1
114563,63,44,4,M,Single,110.3872037,0
173976,19,0,4,F,Single,324.4128197,1
174797,47,26,4,M,Single,189.7427782,0
175687,40,20,4,M,Married,337.1846081,1
176967,21,4,4,F,Single,274.8065412,0
140488,37,19,4,M,Single,406.0777897,1
113593,50,33,4,M,Single,506.5247959,1
136056,33,13,4,M,Single,801.5256903,1
109960,67,50,4,M,Single,259.8633131,0
171960,63,43,4,M,Married,75.74933284,0
121473,28,11,4,F,Married,434.7078232,1
138263,61,40,4,M,Married,39.41953671,0
142665,22,3,4,F,Single,344.1224663,1
150595,47,29,4,M,Married,401.0545251,1
129940,22,5,4,F,Single,404.6017735,1
196620,69,49,4,F,Single,53.80049352,0
161487,41,24,4,F,Married,298.5527536,0
185021,70,52,4,F,Married,295.6484789,0
174727,37,18,4,M,Married,500.9940391,1
165507,23,6,4,M,Single,682.0951784,1
137426,26,5,4,M,Single,624.4043917,1
157345,65,47,4,F,Married,90.23492874,0
132732,20,3,4,M,Married,194.8801724,0
116736,40,19,4,F,Married,346.5575078,1
112510,18,0,4,F,Single,533.701051,1
199077,40,20,4,M,Married,230.8480023,0
191513,41,22,4,F,Married,279.8487014,0
140774,56,39,4,M,Single,268.177543,0
140849,26,9,4,M,Married,462.8754754,1
133072,69,52,4,M,Married,38.7881759,0
169561,18,0,4,F,Married,158.9961809,0
189896,17,0,4,M,Married,211.4928315,0
151470,22,5,4,F,Married,331.6047282,1
172594,30,13,4,F,Single,777.1630942,1
195444,57,36,4,F,Single,421.3057238,1
199595,64,47,4,F,Married,361.4699987,1
125207,65,48,4,M,Single,218.2755328,0
154316,62,43,4,F,Single,43.7908123,0
151038,33,14,4,F,Married,373.8715169,1
119213,19,2,4,M,Single,900.421872,1
166839,21,4,4,M,Married,389.0623132,1
136795,16,0,4,F,Married,211.2528407,0
106028,69,49,4,F,Married,225.8124156,0
147114,56,38,4,M,Single,445.7017775,1
167839,50,32,4,M,Married,403.4675137,1
173239,64,47,4,F,Married,204.1908375,0
149742,65,48,4,F,Married,90.11203101,0
150326,63,45,4,M,Married,180.3697143,0
169063,63,46,4,F,Single,501.3705536,1
126213,68,50,4,M,Married,262.0895176,0
190111,18,0,4,M,Single,1301.428122,1
168387,67,47,4,M,Single,417.8562987,1
143057,52,35,4,M,Married,369.3236174,1
147136,53,36,4,F,Single,408.5192601,1
128296,18,0,4,F,Single,188.2252113,0
189638,45,28,4,F,Single,742.4942154,1
196186,28,8,4,F,Single,316.7052401,1
169967,40,21,4,M,Single,855.9220408,1
107428,63,46,4,M,Single,130.2295943,0
187273,17,0,4,F,Single,246.2737827,0
138261,18,0,4,F,Married,276.7711105,0
101053,65,47,4,F,Married,121.5888263,0
109757,22,3,4,F,Married,177.6937993,0
143493,57,39,4,F,Married,274.6941979,0
104884,24,5,4,M,Single,636.6335813,1
112374,16,0,4,M,Married,905.766452,1
168651,24,7,4,M,Single,978.218947,1
109143,54,34,4,F,Married,418.9882422,1
185725,24,6,4,F,Single,441.3935364,1
163894,37,16,4,F,Single,450.0801777,1
111812,22,4,4,F,Single,483.225785,1
173362,23,4,4,F,Single,293.4971294,0
128869,55,37,4,F,Married,261.6604347,0
132714,45,24,4,M,Single,663.9290693,1
174755,64,46,4,F,Married,324.9433376,1
155424,24,7,4,M,Single,900.3112144,1
125885,68,51,4,F,Married,97.82043236,0
153634,51,30,4,F,Single,338.5637579,1
103547,17,0,4,F,Married,261.9462079,0
150352,33,12,4,M,Married,570.5972744,1
118053,63,43,4,M,Married,95.74811004,0
187388,58,39,4,F,Married,228.2181154,0
162438,59,42,4,M,Single,472.1804482,1
107183,70,49,4,M,Married,188.3055871,0
179066,51,34,4,F,Single,554.8745914,1
135877,18,0,4,M,Single,727.6521363,1
139891,43,26,4,M,Single,580.0371126,1
129528,22,4,4,F,Married,388.3373806,1
179221,21,3,4,M,Single,742.9845214,1
178418,43,25,4,F,Single,494.2415521,1
194260,24,7,4,M,Single,533.3063473,1
105495,44,24,4,M,Married,464.5986547,1
185325,21,4,4,M,Single,890.2712621,1
137315,52,35,4,F,Single,779.6095191,1
136877,19,2,4,M,Married,271.8448659,0
178706,65,44,4,M,Married,103.759105,0
172038,35,14,4,F,Married,181.6477538,0
149720,20,1,4,M,Single,857.3325509,1
147197,24,7,4,F,Married,147.8908582,0
194182,19,2,4,M,Married,478.6726502,1
125208,22,3,4,F,Married,412.5535681,1
142238,60,39,4,M,Single,43.74282845,0
142555,64,45,4,M,Single,43.04892652,0
131763,16,0,4,F,Married,238.747151,0
131996,44,24,4,M,Single,482.6284386,1
116919,69,49,4,F,Married,107.7943184,0
188827,48,28,4,F,Single,207.7646245,0
122915,66,45,4,F,Single,280.6237231,0
131422,49,32,4,M,Married,179.1359401,0
173396,60,43,4,F,Single,229.8413217,0
194621,69,48,4,F,Single,50.86308542,0
168964,47,30,4,M,Married,336.704949,1
155719,70,51,4,M,Married,331.7728568,1
111304,59,38,4,F,Single,192.4641554,0
183580,24,5,4,F,Married,426.9693417,1
163581,69,51,4,M,Single,165.7078246,0
101204,22,5,4,F,Single,217.2248811,0
180741,36,15,4,F,Single,420.8842146,1
187776,29,10,4,M,Married,380.4149657,1
165117,33,12,4,M,Married,367.5004938,1
113216,70,52,4,F,Married,218.1447717,0
172527,31,11,4,M,Married,404.8704685,1
128995,16,0,4,F,Married,132.2946781,0
155146,68,51,4,M,Single,247.5534711,0
106317,20,2,4,F,Married,216.8379707,0
177150,23,6,4,F,Single,523.2093617,1
163886,28,9,4,F,Married,205.3600391,0
177908,67,49,4,F,Single,40.59822642,0
116665,57,40,4,F,Single,427.6201278,1
165555,63,46,4,M,Married,132.6763307,0
103128,44,27,4,M,Married,357.4247898,1
113219,65,45,4,F,Married,267.3935689,0
131281,28,7,4,F,Married,235.4002033,0
127347,18,1,4,M,Single,656.5910916,1
155295,32,15,4,F,Married,487.361598,1
103267,59,42,4,M,Single,451.5560957,1
181234,41,24,4,M,Married,243.2859125,0
198246,45,26,4,M,Single,700.7749063,1
157722,59,38,4,F,Single,637.1596088,1
140237,68,47,4,M,Married,454.0613287,1
193040,60,43,4,M,Single,323.0459727,1
107733,37,20,4,F,Married,563.0655171,1
133804,70,53,4,F,Married,178.943418,0
120642,68,47,4,F,Single,178.4785918,0
194881,17,0,4,F,Married,165.3738542,0
164810,17,0,4,F,Single,404.2290392,1
181545,24,7,4,M,Married,447.220707,1
129116,27,6,4,M,Single,470.0810446,1
141209,26,9,4,F,Single,267.2991108,0
145801,25,6,4,F,Married,332.5473656,1
123408,38,18,4,F,Single,393.7192587,1
159872,25,8,4,M,Married,310.3989646,1
110668,20,1,4,F,Single,763.2407384,1
107394,64,45,4,F,Married,18.10363382,0
194506,21,3,4,M,Married,281.7888965,0
198520,25,6,4,M,Married,448.9265704,1
138131,70,49,4,M,Married,204.6221308,0
190427,46,25,4,F,Single,178.8078918,0
156633,67,48,4,F,Married,66.53102098,0
131293,58,41,4,F,Single,307.8314635,1
184497,16,0,4,F,Married,377.0209798,1
132963,65,45,4,M,Single,719.882821,1
182805,46,26,4,M,Single,505.1093518,1
120347,62,44,4,F,Married,206.7535913,0
153925,17,0,4,F,Single,637.2844851,1
192288,25,6,4,F,Married,436.2493995,1
188178,19,2,4,F,Single,436.4979325,1
170337,51,31,4,F,Single,540.2230723,1
174204,67,46,4,F,Single,166.635409,0
149785,38,21,4,M,Married,379.0386202,1
113818,67,47,4,M,Single,79.27369925,0
137204,37,16,4,F,Single,442.8171912,1
169562,17,0,4,M,Single,915.2129933,1
144813,58,41,4,F,Married,363.323362,1
136536,62,42,4,F,Single,369.6051975,1
152008,49,30,4,F,Married,322.5905582,1
122238,59,42,4,M,Married,138.4931379,0
109615,64,44,4,M,Single,338.9800943,1
153115,56,37,4,F,Married,169.6628918,0
151512,31,12,4,M,Married,563.0420952,1
105909,27,8,4,M,Single,383.975515,1
157229,64,47,4,F,Married,141.4576799,0
140215,25,8,4,F,Married,497.1707541,1
196053,25,7,4,F,Single,585.0701177,1
182958,65,44,4,M,Single,230.6718199,0
128683,19,1,4,F,Married,327.4433776,1
101713,41,24,4,M,Single,550.4005101,1
135552,65,44,4,M,Married,309.7591136,1
113770,68,47,4,F,Single,133.9413601,0
120912,50,30,4,F,Single,298.1695747,0
109678,40,22,4,M,Married,530.8373756,1
149615,22,3,4,F,Married,485.7020951,1
134731,32,12,4,M,Single,626.0486157,1
143519,46,28,4,F,Single,361.7241882,1
176351,22,5,4,M,Married,409.7724218,1
186600,64,47,4,F,Single,448.5428067,1
193876,42,23,4,F,Single,650.1712786,1
148840,61,42,4,F,Married,300.4728614,1
192270,41,23,4,F,Married,358.8415152,1
134377,20,3,4,F,Single,396.1260471,1
195171,43,22,4,M,Married,355.3785351,1
140254,21,4,4,F,Single,287.4566621,0
155059,66,45,4,F,Single,505.5540679,1
134545,24,5,4,M,Married,522.5298648,1
162923,29,11,4,F,Single,304.4703177,1
101274,31,12,4,F,Single,399.3725433,1
126663,20,2,4,F,Married,278.7454211,0
130933,67,48,4,M,Married,186.993559,0
192726,66,45,4,M,Single,201.3255307,0
147179,26,6,4,F,Single,364.0440382,1
142100,22,3,4,F,Married,292.3054943,0
129155,59,41,4,M,Married,314.4598733,1
113622,31,13,4,F,Married,489.0028192,1
140050,63,43,4,F,Married,81.22172776,0
120790,35,16,4,M,Married,361.6928031,1
154559,31,11,4,F,Single,218.2384338,0
160743,22,5,4,M,Single,437.2300123,1
120717,56,37,4,M,Single,407.2254318,1
171120,16,0,4,F,Single,669.4806249,1
129054,34,14,4,M,Single,499.7077501,1
101900,23,5,4,F,Single,820.2508634,1
172244,16,0,4,F,Single,792.9503309,1
115986,16,0,4,F,Single,621.2361814,1
176541,33,12,4,F,Married,538.0784879,1
186812,36,19,4,F,Single,783.342,1
174256,52,34,4,M,Single,445.1230469,1
169973,43,26,4,F,Single,373.7273369,1
163281,68,51,4,F,Married,149.7620467,0
183306,58,37,4,M,Married,248.2583182,0
109807,31,11,4,M,Married,552.5747807,1
134171,47,29,4,M,Single,415.0184049,1
114186,18,0,4,M,Single,686.9093288,1
164859,68,51,4,F,Married,62.36394588,0
197153,66,47,4,F,Single,237.6114904,0
197244,55,34,4,F,Single,337.3539515,1
143609,42,25,4,F,Single,357.7458818,1
113171,35,18,4,M,Married,380.9647394,1
167244,48,27,4,M,Single,721.3954283,1
187051,65,44,4,M,Married,209.0290624,0
113718,18,0,4,M,Married,430.7125121,1
112727,66,47,4,F,Married,34.54813739,0
100458,22,5,4,F,Single,257.9823303,0
139123,33,15,4,F,Married,339.2867738,1
119095,63,43,4,F,Single,347.4387209,1
108466,20,3,4,M,Single,839.3059837,1
112670,64,46,4,M,Married,187.4899744,0
112823,31,11,4,M,Married,166.4256636,0
160664,20,1,4,F,Married,442.7993053,1
106404,34,16,4,F,Married,313.1482523,1
133706,65,48,4,F,Married,319.7444939,1
155863,50,33,4,F,Married,446.7192461,1
169962,55,35,4,M,Single,377.1115577,1
195762,61,44,4,M,Married,264.600332,0
115364,25,7,4,F,Single,383.1214308,1
133077,62,44,4,M,Single,37.67848475,0
133995,68,50,4,F,Single,120.26212,0
102110,62,44,4,M,Single,183.0472726,0
141558,17,0,4,F,Married,336.3312774,1
108833,29,12,4,F,Married,175.8800322,0
139509,65,47,4,M,Married,175.020681,0
170850,16,0,4,M,Single,400.6040559,1
139786,61,44,4,M,Married,257.3348853,0
118179,59,38,4,M,Single,439.1049171,1
132925,49,30,4,M,Single,492.2416352,1
180139,66,47,4,M,Single,65.60367336,0
199224,54,34,4,M,Married,338.5725101,1
159188,26,6,4,F,Married,341.9402652,1
124718,17,0,4,F,Single,253.4289936,0
170235,21,3,4,F,Married,335.4810806,1
157533,68,47,4,F,Single,131.3252517,0
113996,19,2,4,F,Single,393.5823167,1
118016,21,3,4,M,Single,739.08745,1
150761,64,46,4,F,Married,138.0756959,0
177816,63,44,4,M,Married,68.98139104,0
133124,19,0,4,M,Single,970.5309697,1
148887,42,23,4,F,Married,557.8448289,1
181684,60,40,4,F,Married,240.4557744,0
174466,61,42,4,M,Single,515.8096795,1
101286,53,34,4,M,Single,465.8402699,1
165095,36,16,4,F,Married,605.7083676,1
176960,17,0,4,M,Single,580.3361641,1
147350,58,40,4,M,Married,273.4724339,0
136266,20,3,4,M,Married,375.565844,1
144119,34,17,4,F,Married,296.6095431,0
147006,20,2,4,F,Single,519.3969085,1
114715,50,31,4,M,Single,389.4203675,1
198799,65,45,4,M,Married,332.9091596,1
155018,35,15,4,F,Married,275.9957072,0
158103,69,51,4,M,Married,268.6879041,0
133972,23,6,4,F,Married,337.2515171,1
157705,62,45,4,M,Single,227.5972038,0
101508,41,24,4,M,Married,340.9718103,1
179034,24,7,4,F,Single,593.7551538,1
145978,64,44,4,F,Married,74.89958368,0
193424,32,15,4,M,Married,351.5053283,1
170066,21,2,4,F,Married,413.9059865,1
159635,25,7,4,F,Single,779.3304797,1
193305,25,8,4,F,Married,205.7232741,0
117702,63,43,4,M,Married,273.4975821,0
117065,18,0,4,F,Single,728.8863497,1
154945,65,46,4,M,Single,248.5372686,0
181025,34,17,4,F,Single,464.8205543,1
176119,65,48,4,M,Single,418.7576737,1
100934,23,6,4,F,Single,275.9210759,0
145073,40,21,4,M,Single,404.4660495,1
193505,56,39,4,M,Single,296.0830274,0
147110,53,32,4,F,Married,291.7664483,0
189071,26,8,4,M,Single,428.2598359,1
193963,30,13,4,F,Married,135.7651654,0
184441,42,24,4,F,Single,383.158681,1
121118,20,1,4,M,Married,497.9847456,1
190024,58,37,4,F,Married,305.7425777,1
112760,23,6,4,M,Single,575.8389248,1
105859,25,7,4,M,Married,562.6906005,1
122545,19,1,4,M,Single,609.613509,1
191183,24,6,4,F,Married,290.0682866,0
109903,18,0,4,M,Single,1159.050397,1
175923,64,44,4,F,Single,202.9383455,0
113311,66,47,4,F,Married,124.7072547,0
170783,34,13,4,F,Single,257.1299028,0
177053,70,53,4,M,Single,154.5567899,0
137975,17,0,4,M,Married,197.5427324,0
178923,24,6,4,F,Married,140.4341427,0
122168,22,4,4,F,Single,530.3134314,1
183237,61,43,4,M,Married,43.22105671,0
183546,25,7,4,M,Single,311.9501958,1
122896,22,4,4,F,Married,319.535728,1
100976,24,5,4,M,Single,244.9397385,0
191318,60,41,4,M,Single,113.9536153,0
151376,22,4,4,M,Single,899.5962331,1
122508,59,42,4,F,Single,470.6478182,1
115060,29,12,4,M,Single,170.865496,0
151031,35,14,4,F,Married,241.0123441,0
103109,22,4,4,F,Single,292.7197131,0
177676,51,32,4,M,Married,276.6929005,0
133498,32,11,4,F,Married,328.5716508,1
113310,25,8,4,M,Single,446.4383494,1
125098,46,25,4,F,Single,461.5428561,1
195753,18,0,4,F,Single,561.3795472,1
144639,49,32,4,F,Single,200.1818598,0
166546,17,0,4,M,Married,213.8382363,0
156355,17,0,4,F,Single,848.1450321,1
112904,40,21,4,F,Married,214.3016717,0
146446,70,51,4,F,Single,24.13380504,0
167409,49,29,4,F,Married,353.4226679,1
177512,33,16,4,F,Single,427.6512446,1
161227,47,27,4,M,Single,843.3687661,1
198756,29,11,4,M,Married,392.5738636,1
181890,68,50,4,F,Married,123.2312106,0
166934,39,18,4,M,Single,715.2978066,1
162392,23,6,4,F,Single,390.7991057,1
163315,31,12,4,M,Married,525.0244159,1
197379,16,0,4,F,Married,361.4998505,1
199432,28,8,4,M,Single,783.2022589,1
136718,21,3,4,F,Single,737.9319218,1
150528,16,0,4,F,Married,360.2057426,1
147161,66,49,4,M,Single,146.8139734,0
118420,37,20,4,M,Single,434.701813,1
157731,23,4,4,M,Married,562.4550285,1
153696,63,44,4,M,Married,39.55406514,0
103561,61,43,4,F,Single,216.9190092,0
193275,38,18,4,M,Single,486.7611141,1
114783,55,35,4,F,Married,313.4504471,1
147880,63,42,4,M,Married,270.7254849,0
154000,21,4,4,M,Married,499.3441883,1
169461,60,43,4,F,Married,150.1278153,0
115714,20,2,4,F,Married,219.7389538,0
111160,18,1,4,F,Married,269.1023927,0
190560,24,7,4,F,Single,448.5008404,1
193616,47,27,4,F,Married,434.8229191,1
109212,61,42,4,F,Single,150.5963101,0
194673,70,49,4,M,Single,166.5562894,0
177319,50,33,4,F,Single,251.8672765,0
168668,70,50,4,F,Single,103.23583,0
188640,17,0,4,F,Single,293.4915586,0
151097,22,3,4,F,Single,379.3928765,1
168682,27,10,4,M,Married,404.6099493,1
125788,69,48,4,F,Single,26.80173728,0
128690,20,3,4,M,Single,872.0708925,1
119818,69,49,4,F,Single,136.3448607,0
167986,61,42,4,F,Married,149.3488157,0
111213,69,52,4,F,Single,78.78334759,0
128644,58,41,4,F,Married,316.4531916,1
125551,61,44,4,F,Married,114.302366,0
157122,66,48,4,M,Married,70.78413813,0
113142,39,22,4,F,Married,538.2692114,1
155769,32,13,4,F,Married,287.4991457,0
100664,21,4,4,F,Single,536.8296313,1
103938,18,0,4,M,Married,183.2227266,0
190513,60,40,4,F,Single,552.5655449,1
123516,19,0,4,F,Married,495.0950612,1
120339,64,45,4,M,Single,623.8263682,1
134929,17,0,4,F,Married,220.9105963,0
146367,69,50,4,F,Single,55.20901516,0
109372,67,50,4,F,Single,37.5169384,0
197413,18,0,4,F,Married,248.2747272,0
118874,25,7,4,M,Married,516.216328,1
101445,66,45,4,M,Single,214.1919435,0
123535,19,0,4,F,Single,283.9207249,0
119945,46,25,4,F,Single,797.6864221,1
147254,55,35,4,F,Single,465.783215,1
199603,29,11,4,F,Single,499.0814058,1
112726,27,7,4,F,Single,147.2167572,0
114435,25,6,4,F,Married,306.2268891,1
131674,34,16,4,M,Married,630.0057954,1
115108,47,26,4,F,Married,216.0850503,0
134294,16,0,4,F,Single,413.2911066,1
135191,63,43,4,F,Single,217.5262881,0
197935,46,27,4,M,Married,254.7859673,0
198379,61,40,4,M,Married,131.0132821,0
142927,59,39,4,M,Married,336.0241915,1
125802,70,53,4,M,Single,391.9501586,1
184288,17,0,4,M,Married,410.4657153,1
160150,17,0,4,M,Married,549.8274165,1
190965,16,0,4,F,Married,792.0112836,1
111706,23,6,4,M,Married,430.4848221,1
152794,30,10,4,F,Married,618.3818105,1
106181,64,43,4,F,Married,85.27095726,0
168057,51,31,4,M,Married,546.7820913,1
143835,62,45,4,F,Single,210.8979095,0
120178,61,42,4,F,Single,38.69770761,0
183729,24,6,4,F,Single,410.966369,1
129733,69,51,4,F,Married,207.9999461,0
111399,57,38,4,M,Single,981.6439078,1
113202,17,0,4,M,Single,1050.068538,1
156685,25,7,4,F,Single,324.8406026,1
107640,55,36,4,F,Married,159.5991093,0
175337,67,47,4,F,Married,194.5460108,0
118706,36,15,4,M,Married,614.7065539,1
160671,64,46,4,F,Single,35.28147697,0
